Label,Min_50_EMG1,Max_50_EMG1,Min_100_EMG1,Max_100_EMG1,Min_150_EMG1,Max_150_EMG1,Min_200_EMG1,Max_200_EMG1,Min_250_EMG1,Max_250_EMG1,Min_300_EMG1,Max_300_EMG1,RMS
0.0,0.004651162790697674,0.9116279069767442,0.0,0.8558139534883721,0.004651162790697674,0.786046511627907,0.11162790697674418,0.8325581395348837,0.2558139534883721,1.0,0.21395348837209302,0.8651162790697674,0.5458305410975679
0.0,0.19487179487179487,0.9948717948717949,0.10256410256410256,0.9897435897435898,0.010256410256410256,1.0,0.11282051282051282,0.8358974358974359,0.11794871794871795,0.8256410256410256,0.0,0.7282051282051282,0.5379417699560686
0.0,0.2682926829268293,0.9634146341463414,0.0,1.0,0.10365853658536585,0.975609756097561,0.16463414634146342,0.9817073170731707,0.12804878048780488,0.9146341463414634,0.23170731707317074,0.8780487804878049,0.6530957545182663
0.0,0.03317535545023697,0.7677725118483413,0.08530805687203792,1.0,0.08056872037914692,0.8293838862559242,0.08530805687203792,0.8293838862559242,0.037914691943127965,0.7914691943127962,0.0,0.8104265402843602,0.4449516295903924
0.0,0.0,0.953757225433526,0.14450867052023122,1.0,0.2023121387283237,0.8728323699421965,0.15028901734104047,0.7687861271676301,0.17341040462427745,0.8554913294797688,0.10404624277456648,0.8786127167630058,0.49870767781270287
0.0,0.03553299492385787,0.9644670050761421,0.116751269035533,0.9441624365482234,0.1116751269035533,0.9695431472081218,0.20812182741116753,0.9898477157360406,0.1319796954314721,0.9644670050761421,0.0,1.0,0.6062159386947032
0.0,0.1917808219178082,0.8310502283105022,0.091324200913242,0.7853881278538812,0.0684931506849315,0.7808219178082192,0.1095890410958904,0.8904109589041096,0.0,0.8812785388127854,0.1415525114155251,1.0,0.5198921256809574
0.0,0.2897727272727273,0.8863636363636364,0.0,0.9829545454545454,0.05113636363636364,0.9886363636363636,0.1534090909090909,0.9204545454545454,0.1875,1.0,0.26136363636363635,0.9090909090909091,0.5847497033019863
0.0,0.0,0.9956183057448881,0.9162609542356378,0.9907497565725414,0.9177215189873418,0.9980525803310614,0.9396299902629016,0.9975657254138267,0.9323271665043817,0.9902629016553067,0.9386562804284323,1.0,0.9587111287066452
0.0,0.0,0.8481675392670157,0.041884816753926704,0.9738219895287958,0.12041884816753927,0.9319371727748691,0.10471204188481675,0.9214659685863874,0.1518324607329843,1.0,0.031413612565445025,0.8219895287958116,0.5815054029279958
0.0,0.0,0.9086021505376344,0.03225806451612903,0.9838709677419355,0.23655913978494625,0.989247311827957,0.24193548387096775,1.0,0.07526881720430108,0.8602150537634409,0.16666666666666666,0.7903225806451613,0.5456055789781914
0.0,0.0,0.8893805309734514,0.048672566371681415,0.8893805309734514,0.1592920353982301,0.6769911504424779,0.23893805309734514,0.827433628318584,0.24778761061946902,0.8893805309734514,0.336283185840708,1.0,0.5654987589440957
0.0,0.0,0.999009900990099,0.9262376237623763,0.9935643564356436,0.9207920792079208,0.9985148514851485,0.9158415841584159,1.0,0.9202970297029703,0.9965346534653465,0.9287128712871288,0.999009900990099,0.9595784280498512
0.0,0.09950248756218906,0.8208955223880597,0.0,1.0,0.09950248756218906,0.8656716417910447,0.12437810945273632,0.736318407960199,0.05970149253731343,0.7661691542288557,0.009950248756218905,0.8606965174129353,0.5459534390989618
0.0,0.050505050505050504,0.8333333333333334,0.015151515151515152,0.9191919191919192,0.0,1.0,0.03535353535353535,0.9090909090909091,0.09090909090909091,0.8080808080808081,0.15656565656565657,0.7828282828282829,0.5293105004883066
0.0,0.13145539906103287,0.971830985915493,0.19718309859154928,1.0,0.25821596244131456,0.9342723004694836,0.0,0.9154929577464789,0.18779342723004694,0.8356807511737089,0.018779342723004695,0.8591549295774648,0.549428284469784
